annual_income,credit_score,previous_defaults,credit_utilization_ratio,inquiry_count_6m,debt_to_income_ratio,default_flag
50105,657,0,0.37,0,0.16,0
41904,719,0,0.14,1,0.31,0
50502,757,1,0.93,1,0.51,0
57272,663,0,0.1,1,0.48,0
55013,677,0,0.36,2,0.18,0
67487,665,1,0.3,2,0.23,0
59486,700,0,0.22,3,0.34,0
53461,681,1,0.38,0,0.16,0
58859,628,0,0.32,0,0.2,0
36868,686,0,0.73,0,0.47,0
50105,747,2,0.56,0,0.29,0
51632,714,0,0.39,1,0.18,0
53460,628,0,0.34,2,0.29,0
50105,725,0,0.09,4,0.29,0
51004,716,0,0.62,2,0.15,0
61837,673,0,0.29,1,0.27,0
54116,679,0,0.67,0,0.44,0
60235,624,0,0.21,2,0.21,0
43156,630,0,0.16,3,0.26,0
66063,657,1,0.19,1,0.23,0
37580,602,0,0.72,2,0.29,0
50166,613,0,0.37,3,0.43,0
50105,753,0,0.48,1,0.1,0
36603,624,0,0.57,2,0.29,0
50105,725,1,0.39,1,0.27,0
50105,701,0,0.33,3,0.15,0
50105,668,1,0.65,0,0.29,0
61120,712,1,0.42,0,0.26,0
51115,752,0,0.38,0,0.25,0
44504,726,0,1.0,5,0.2,0
50105,708,1,0.71,1,0.53,1
56737,785,0,0.86,2,0.48,0
38537,713,0,0.89,2,0.29,0
49816,749,2,0.35,1,0.3,0
62994,703,0,0.16,2,0.32,0
54890,773,0,0.49,3,0.44,0
51585,697,1,0.73,2,0.29,0
50105,648,0,0.56,0,0.29,0
59014,659,0,0.57,2,0.26,0
34131,699,0,0.66,2,0.36,0
41551,694,0,0.53,1,0.29,0
61551,648,0,0.66,0,0.22,0
48794,714,0,0.22,0,0.13,0
50105,629,0,0.31,2,0.17,0
44335,610,2,0.86,0,0.15,0
57583,626,0,0.53,3,0.15,0
62613,717,0,0.28,0,0.23,0
50105,689,0,0.21,1,0.29,0
60625,614,0,0.09,4,0.29,0
43137,712,0,0.38,0,0.53,0
51949,657,1,0.51,2,0.45,0
42801,626,0,0.91,5,0.48,1
68463,723,0,0.66,3,0.14,0
52294,673,0,0.37,0,0.2,0
56953,736,0,0.68,3,0.16,0
50105,635,0,0.51,2,0.11,0
40152,626,0,0.85,3,0.49,0
49861,729,1,0.76,0,0.3,0
61415,615,0,0.53,1,0.28,0
62206,665,0,0.27,3,0.28,0
55080,763,1,0.27,1,0.41,0
37497,724,1,0.6,1,0.14,0
48488,780,0,0.2,1,0.28,0
41198,625,0,0.19,1,0.5,0
50105,662,0,0.03,0,0.19,0
43047,654,0,0.4,1,0.41,0
44691,616,0,0.61,1,0.35,0
36165,748,0,1.0,2,0.29,0
50105,613,0,0.75,4,0.24,0
50105,689,0,0.55,1,0.54,0
50105,661,0,0.36,0,0.23,0
60409,659,0,0.51,1,0.28,0
59988,764,0,0.06,1,0.17,0
32015,741,0,0.25,3,0.38,0
50105,719,0,0.31,2,0.23,0
50105,751,1,0.42,3,0.14,0
33109,701,0,0.23,1,0.52,0
50105,704,1,0.26,0,0.16,0
40731,706,0,0.43,1,0.29,0
53775,737,1,0.51,3,0.2,0
46075,736,0,0.64,0,0.26,0
60047,691,0,0.54,3,0.42,0
30815,694,0,0.15,3,0.51,0
61620,602,0,0.6,0,0.11,0
34744,698,0,0.5,4,0.14,0
50105,713,0,0.57,1,0.29,0
50105,717,0,0.15,1,0.29,0
34320,682,0,0.52,1,0.05,0
40186,742,0,0.28,1,0.5,0
61044,697,0,0.37,0,0.02,0
56232,706,1,0.65,1,0.37,0
43920,671,0,0.4,2,0.27,0
31690,675,0,0.21,4,0.22,0
57395,612,0,0.32,2,0.37,0
43815,716,0,0.52,0,0.29,0
45336,672,0,0.39,1,0.03,0
48664,645,0,0.61,2,0.39,0
31241,679,0,0.52,0,0.46,0
65816,656,0,0.1,1,0.04,0
50105,614,0,0.61,2,0.29,0
50105,656,0,0.57,1,0.29,0
51024,705,0,0.33,2,0.19,0
56428,645,0,0.32,1,0.3,0
65150,709,0,0.82,4,0.05,0
54024,646,0,0.19,2,0.23,0
50105,671,1,0.2,1,0.29,0
43939,730,0,0.77,0,0.4,0
65429,688,0,0.35,2,0.22,0
50105,649,1,0.41,1,0.47,0
40730,680,0,0.16,3,0.29,0
52368,712,0,0.8,0,0.38,0
59798,702,1,0.13,2,0.37,0
59455,564,0,0.34,2,0.3,0
50105,628,1,0.83,2,0.31,0
36515,675,0,0.53,0,0.31,0
57041,731,0,0.26,0,0.33,0
50105,738,0,0.31,1,0.19,0
50105,628,1,0.51,1,0.29,0
57926,604,0,0.83,0,0.22,0
38114,664,1,0.37,2,0.31,0
50105,631,0,0.16,0,0.52,0
50105,704,0,0.7,2,0.29,0
50484,679,0,0.16,1,0.09,0
50105,785,1,0.11,1,0.07,0
50105,652,1,0.38,2,0.22,0
46568,769,0,0.3,2,0.41,0
42334,719,0,1.0,3,0.13,0
41750,690,0,0.6,2,0.48,0
41324,628,0,0.15,4,0.21,0
38067,740,0,0.69,1,0.29,0
50105,653,0,0.17,2,0.29,0
47733,705,0,0.07,3,0.16,0
50105,680,0,0.35,2,0.22,0
50105,716,1,0.34,3,0.15,0
51576,678,0,0.91,2,0.35,0
31821,755,1,0.18,1,0.35,0
37352,635,0,0.62,3,0.38,0
55419,696,0,0.15,1,0.45,0
46973,693,0,0.01,2,0.4,0
67468,603,1,0.38,0,0.27,0
47615,768,0,0.38,3,0.12,0
50105,634,0,0.32,2,0.08,0
50105,603,0,0.3,1,0.13,0
48643,767,1,0.14,2,0.23,0
56267,674,0,0.11,3,0.41,0
48857,571,0,0.15,4,0.12,0
50105,770,1,0.45,0,0.29,0
51418,710,0,0.88,0,0.13,0
48563,704,0,0.37,1,0.46,0
50105,600,0,0.2,1,0.22,0
65891,634,0,0.47,2,0.26,0
57641,638,1,0.26,2,0.21,0
40640,653,1,0.22,2,0.36,0
61601,681,1,0.34,0,0.3,0
51908,626,1,0.27,1,0.26,0
31451,720,0,0.97,0,0.29,0
45635,637,0,0.32,1,0.39,0
62387,571,0,1.0,1,0.26,0
50105,735,0,0.02,2,0.07,0
50105,726,0,0.51,2,0.16,0
45790,688,1,0.26,0,0.3,0
46463,713,0,0.43,5,0.32,0
51474,710,0,0.57,2,0.21,0
54973,676,0,0.24,1,0.24,0
42809,602,0,0.63,0,0.29,0
50105,710,0,0.38,3,0.28,0
56162,743,0,0.29,1,0.16,0
51093,693,0,0.52,3,0.26,0
60346,618,0,0.42,2,0.36,0
50105,785,0,0.19,0,0.27,0
58546,622,0,0.73,2,0.42,0
50105,621,0,0.18,1,0.18,0
36430,710,0,0.1,1,0.32,0
43644,669,0,0.62,1,0.18,0
56936,653,0,0.86,2,0.15,0
63481,660,0,0.17,1,0.22,0
46368,681,0,0.23,0,0.25,0
52046,708,0,0.24,1,0.27,0
56765,794,0,0.15,2,0.29,0
50105,743,1,0.31,4,0.29,1
50105,712,0,0.24,2,0.29,0
52155,647,0,0.3,1,0.26,0
55168,593,1,0.27,0,0.29,0
48108,746,0,0.96,2,0.33,0
39222,597,1,0.47,1,0.27,0
50105,723,0,0.5,4,0.23,0
50105,705,1,0.45,3,0.22,0
37762,661,1,0.23,5,0.47,1
50105,631,0,0.41,0,0.29,0
48568,620,2,0.33,1,0.29,0
51918,595,0,0.25,0,0.11,0
32536,728,0,0.39,0,0.39,0
56292,756,0,0.38,1,0.19,0
39166,727,0,0.96,2,0.17,0
53860,726,0,0.37,3,0.33,0
35583,697,0,0.07,1,0.36,0
57477,646,1,0.62,1,0.27,0
50105,627,0,0.81,1,0.29,0
50105,682,0,0.22,0,0.29,0
64384,719,0,0.09,2,0.16,0
52726,669,0,1.0,1,0.28,0
54539,711,0,0.23,4,0.24,0
48467,710,1,0.46,2,0.23,0
68775,666,0,0.86,2,0.23,0
66922,697,0,0.26,2,0.18,0
37704,673,1,0.07,1,0.38,0
50105,707,0,0.41,3,0.38,0
35756,663,0,0.95,0,0.49,0
54001,618,0,0.5,2,0.13,0
61500,650,0,0.26,1,0.38,0
68807,748,0,0.16,1,0.22,0
52291,683,0,0.28,2,0.28,0
50105,607,0,0.6,0,0.36,0
50105,657,0,0.2,1,0.07,0
50105,733,0,0.12,1,0.15,0
31783,762,0,0.39,4,0.48,0
50105,724,1,0.14,6,0.53,1
48752,651,0,0.26,1,0.34,0
50105,697,2,0.68,2,0.29,0
67417,723,0,0.29,0,0.24,0
33487,670,0,0.51,1,0.29,0
50105,734,0,0.21,4,0.05,0
50105,675,1,0.3,3,0.42,0
45745,642,2,0.4,1,0.23,0
45163,700,0,0.97,2,0.19,0
35638,749,0,0.45,1,0.29,0
50105,783,0,0.24,1,0.23,0
63830,694,1,0.49,1,0.15,0
64663,690,0,0.39,2,0.33,0
31366,679,0,0.77,2,0.45,0
45583,591,0,0.94,1,0.4,0
40976,708,0,0.29,2,0.4,0
59264,659,0,0.48,2,0.02,0
34805,763,0,0.14,5,0.51,0
50105,682,0,0.13,0,0.29,0
61129,662,0,0.54,1,0.29,0
64630,759,0,0.5,0,0.19,0
52866,723,0,0.28,0,0.14,0
47153,712,1,0.6,2,0.28,0
48218,722,0,0.97,1,0.38,0
50105,692,1,0.09,3,0.18,0
50105,753,0,0.28,2,0.33,0
50105,637,0,0.64,1,0.14,0
38135,658,0,0.73,2,0.29,0
55828,696,0,1.0,3,0.41,0
57654,681,0,0.3,1,0.06,0
61297,629,1,0.61,1,0.24,0
51765,681,0,0.37,2,0.3,0
49837,676,0,0.46,1,0.19,0
43095,678,0,0.32,1,0.2,0
40982,601,0,0.61,1,0.35,0
45966,614,0,0.62,2,0.26,0
50105,653,0,0.17,0,0.16,0
50105,753,0,0.84,0,0.07,0
39280,704,1,0.49,2,0.44,0
40415,751,1,0.87,3,0.38,0
50105,708,3,0.21,2,0.52,0
38337,748,0,0.39,2,0.29,0
50105,657,0,0.71,1,0.19,0
45115,712,0,0.18,0,0.39,0
35772,629,0,0.27,0,0.29,0
57184,739,0,0.66,2,0.15,0
61683,665,1,0.63,2,0.26,0
60064,708,0,0.39,2,0.15,0
64340,726,0,0.85,0,0.23,0
36305,669,0,0.24,3,0.29,0
41605,700,0,0.19,1,0.53,0
62842,682,0,0.12,2,0.37,0
36775,683,0,0.15,2,0.29,0
44517,691,1,0.6,0,0.47,0
50105,721,0,0.37,1,0.27,0
50105,704,0,0.34,0,0.16,0
50105,593,1,0.09,0,0.22,0
39649,704,0,0.29,1,0.24,0
43150,708,1,0.41,0,0.47,0
54892,808,0,0.55,2,0.2,0
52950,646,0,0.8,2,0.38,0
50105,742,0,0.24,1,0.29,0
41233,633,1,0.21,6,0.25,0
58332,745,1,0.17,2,0.19,0
36427,631,1,0.82,1,0.52,1
52873,695,0,0.57,0,0.22,0
36896,678,0,0.54,1,0.4,0
46798,665,0,0.78,1,0.22,0
60921,696,0,0.37,2,0.31,0
50105,708,0,0.4,0,0.03,0
51008,574,0,0.28,1,0.29,0
43536,656,0,0.43,1,0.54,0
53069,713,1,0.46,1,0.29,0
63693,690,0,0.88,2,0.08,0
37176,651,0,0.06,0,0.29,0
59459,703,0,0.95,2,0.44,0
50105,711,0,0.15,1,0.45,0
50296,700,1,0.19,1,0.2,0
48335,659,0,0.36,2,0.18,0
50105,697,0,0.37,2,0.54,0
31101,706,0,1.0,2,0.31,0
63475,660,0,0.71,3,0.19,0
43012,727,0,0.36,1,0.49,0
50105,666,0,0.54,1,0.22,0
67384,740,0,0.07,3,0.23,0
52892,572,1,0.04,1,0.44,0
67936,676,0,0.19,2,0.27,0
58676,745,0,0.11,2,0.27,0
57434,587,0,0.9,0,0.29,0
37544,708,0,0.22,2,0.26,0
61881,692,1,0.56,3,0.11,0
50105,613,0,0.26,4,0.33,0
45638,731,0,0.5,2,0.3,0
47131,704,1,0.3,3,0.18,0
55523,653,0,0.25,0,0.21,0
48486,779,1,0.56,1,0.3,0
59647,650,0,0.26,0,0.23,0
50105,667,0,0.2,4,0.2,0
55229,742,0,0.78,0,0.3,0
56395,751,0,0.22,1,0.32,0
39510,733,1,0.25,2,0.23,0
67403,722,1,0.15,1,0.26,0
49131,641,0,0.37,0,0.23,0
60439,702,0,0.44,1,0.22,0
45014,650,0,0.18,0,0.36,0
44402,721,0,0.14,3,0.42,0
67006,757,0,0.79,3,0.19,0
47465,730,0,0.8,3,0.36,0
46499,639,1,0.13,3,0.33,0
50421,652,1,0.63,2,0.24,0
49843,654,0,0.36,2,0.38,0
37493,646,0,0.87,1,0.47,0
43611,718,0,0.85,5,0.17,0
40907,770,0,0.56,4,0.27,0
38616,726,1,0.51,1,0.11,0
48842,599,0,0.43,0,0.43,0
37298,675,0,0.95,3,0.09,0
50105,655,0,0.35,0,0.3,0
51308,641,0,0.42,0,0.23,0
54059,581,1,0.42,1,0.24,0
64709,667,1,1.0,2,0.33,0
33815,680,0,0.75,2,0.32,0
50105,662,0,0.22,3,0.17,0
36939,709,1,0.32,1,0.21,0
55790,741,0,0.89,3,0.25,0
32433,796,1,0.06,0,0.37,0
54722,638,1,0.61,4,0.39,0
43361,670,0,0.6,3,0.41,0
62956,654,0,0.61,2,0.26,0
51121,730,1,0.08,1,0.36,0
50105,698,0,0.78,3,0.24,0
45891,638,0,0.25,2,0.17,0
46558,698,0,0.46,1,0.22,0
50105,713,0,0.44,3,0.29,0
35429,770,0,0.12,1,0.14,0
50288,611,1,0.72,2,0.18,0
65100,607,0,0.41,1,0.08,0
50105,650,0,0.07,1,0.17,0
50105,634,0,0.92,0,0.28,0
36487,708,0,0.69,0,0.29,0
53109,634,0,0.27,0,0.37,0
68784,720,0,0.41,0,0.1,0
46554,691,0,0.38,2,0.37,0
39371,683,0,0.55,0,0.05,0
60173,605,1,0.33,2,0.38,0
37296,604,0,0.94,3,0.29,0
50176,642,0,0.28,2,0.18,0
50105,654,0,0.13,1,0.25,0
60648,660,0,0.21,1,0.29,0
49635,764,0,0.79,3,0.37,0
50105,656,0,0.17,1,0.29,0
50105,758,1,0.48,0,0.17,0
50105,623,0,1.0,0,0.29,0
50105,669,1,0.69,2,0.37,0
48852,663,0,0.27,2,0.37,0
51157,664,0,0.39,1,0.35,0
35891,715,0,1.0,1,0.33,0
52498,732,0,0.38,2,0.44,0
63113,707,0,0.31,0,0.18,0
56204,668,0,0.69,3,0.15,0
54044,632,1,0.34,1,0.23,0
67280,657,0,0.32,1,0.31,0
48790,710,1,0.19,3,0.29,0
50129,655,1,0.59,2,0.13,0
50105,635,0,0.62,1,0.25,0
52949,661,0,0.57,1,0.33,0
46915,786,0,0.26,2,0.33,0
67066,691,0,0.34,1,0.14,0
56503,614,0,0.09,2,0.16,0
49499,643,0,0.05,1,0.14,0
53694,684,0,0.45,0,0.05,0
42092,771,0,0.47,1,0.3,0
45106,668,0,0.67,0,0.36,0
65823,714,0,0.31,1,0.14,0
47069,635,0,0.21,2,0.27,0
49817,668,0,0.33,0,0.19,0
46666,624,0,0.28,0,0.23,0
40627,689,0,0.44,1,0.03,0
37967,725,0,0.2,1,0.35,0
56637,595,0,0.41,1,0.1,0
68007,689,0,0.78,0,0.3,0
52376,732,0,0.65,0,0.23,0
65482,636,0,1.0,2,0.15,0
55375,688,0,0.7,2,0.09,0
46120,657,0,0.4,1,0.24,0
41703,644,0,0.48,1,0.42,0
52502,614,0,0.38,2,0.12,0
45935,650,2,0.29,4,0.4,0
40072,677,0,0.34,1,0.14,0
57805,719,0,0.48,2,0.36,0
50105,654,0,0.77,0,0.29,0
52638,657,0,0.24,1,0.07,0
50105,719,0,0.21,3,0.31,0
47632,689,1,0.6,1,0.19,0
55129,711,0,0.41,2,0.44,0
51864,666,0,0.56,0,0.11,0
44156,705,1,0.4,1,0.24,0
52115,708,0,0.46,2,0.31,0
50105,672,0,0.86,0,0.29,0
50105,634,0,0.13,0,0.29,0
54072,720,0,0.17,2,0.16,0
60895,683,0,0.43,3,0.23,0
62954,685,0,0.15,3,0.35,0
38767,687,0,0.69,3,0.45,0
36706,687,0,0.28,2,0.39,0
36646,679,0,0.06,0,0.29,0
43593,710,1,0.8,2,0.42,1
39671,705,0,0.29,3,0.29,0
39650,594,0,0.16,2,0.23,0
54122,611,0,0.17,1,0.35,0
47646,587,1,0.29,0,0.31,0
50105,673,1,0.32,1,0.47,0
45788,686,0,0.62,3,0.33,0
50105,755,0,0.48,2,0.24,0
50105,622,1,0.7,0,0.41,0
38130,669,1,0.78,2,0.29,1
50352,668,0,0.52,0,0.32,0
61515,733,0,0.87,0,0.21,0
34649,659,0,0.76,4,0.29,1
49762,604,1,0.95,2,0.2,0
41661,660,0,0.2,2,0.45,0
46777,614,2,0.06,1,0.05,0
54308,723,0,0.27,0,0.29,0
59277,615,0,0.27,0,0.15,0
50105,580,0,0.15,0,0.29,0
54271,615,0,0.57,1,0.12,0
33970,646,0,0.43,1,0.45,0
43748,718,0,0.31,4,0.14,0
40302,683,0,0.15,0,0.2,0
56984,610,0,0.37,3,0.14,0
31505,624,0,0.42,3,0.24,0
53109,727,0,0.39,1,0.38,0
57423,670,1,0.57,1,0.28,0
50105,604,0,0.78,3,0.09,0
50105,665,1,0.57,4,0.12,0
43315,676,0,0.37,0,0.5,0
49998,674,0,0.94,1,0.36,0
52053,712,0,0.27,2,0.4,0
50105,633,0,0.48,2,0.3,0
50133,646,2,0.59,0,0.38,0
39602,606,0,0.34,1,0.49,0
60349,667,0,0.19,3,0.21,0
40278,714,0,0.72,2,0.28,0
36074,685,0,0.25,2,0.53,0
52114,682,0,0.67,0,0.43,0
31419,725,0,0.15,3,0.29,0
58662,771,0,0.55,2,0.12,0
40187,701,0,0.46,2,0.35,0
34705,778,0,0.23,3,0.43,0
50105,635,0,0.13,5,0.18,0
50105,704,0,0.4,1,0.16,0
60948,636,1,0.2,3,0.22,0
58107,631,1,0.86,1,0.15,0
50105,709,1,0.1,1,0.4,0
45828,706,0,0.27,1,0.34,0
45593,647,0,0.07,2,0.32,0
50105,571,0,0.3,3,0.18,0
50105,734,1,0.39,2,0.47,0
51811,777,0,0.38,3,0.26,0
49273,621,0,0.23,1,0.4,0
34122,601,0,0.55,1,0.15,0
55093,636,0,0.47,2,0.34,0
45083,735,1,0.45,1,0.43,0
58190,587,0,0.35,2,0.21,0
61222,679,0,0.3,2,0.27,0
40904,737,0,0.65,1,0.29,0
64171,752,1,0.7,1,0.2,0
51820,728,0,0.35,0,0.24,0
63689,729,0,0.43,1,0.22,0
67453,680,0,0.34,2,0.33,0
43362,632,0,0.45,0,0.42,0
68876,642,0,0.32,3,0.22,0
64742,747,0,0.8,1,0.29,0
66363,784,0,0.63,0,0.24,0
31836,685,0,0.34,3,0.28,0
33740,678,0,0.17,0,0.42,0
50105,600,1,0.68,3,0.29,0
53594,724,1,0.15,1,0.19,0
52597,691,1,0.05,2,0.14,0
54544,652,0,0.39,2,0.17,0
52407,651,0,0.28,1,0.18,0
48664,672,2,0.52,3,0.39,0
38824,628,0,0.33,0,0.44,0
62370,699,0,0.55,1,0.27,0
47448,668,0,0.38,1,0.23,0
59339,714,0,0.38,1,0.07,0
38415,653,2,0.78,2,0.43,1
50105,730,0,0.73,2,0.29,0
57864,645,0,0.2,2,0.33,0
34483,688,0,0.2,0,0.52,0
51655,667,1,0.1,2,0.14,0
54154,759,0,0.41,1,0.21,0
47615,790,0,0.59,4,0.49,0
67857,586,1,0.54,2,0.18,0
56550,635,0,0.21,2,0.02,0
47422,720,0,0.57,2,0.48,0
42130,709,0,0.41,0,0.12,0
47970,716,0,0.64,2,0.48,0
45147,761,1,0.55,3,0.31,0
43457,663,0,0.67,2,0.4,0
47468,725,0,0.32,0,0.33,0
65084,707,0,0.26,3,0.2,0
50105,735,1,0.13,2,0.21,0
46257,698,0,0.43,0,0.34,0
53611,673,1,0.36,1,0.24,0
39830,673,1,0.52,2,0.17,0
66120,671,0,0.16,3,0.17,0
35649,782,0,0.37,4,0.5,0
54347,607,0,0.8,0,0.21,0
46271,710,1,0.28,2,0.44,0
53015,696,0,0.39,2,0.27,0
66992,712,0,0.44,2,0.13,0
50737,646,0,0.4,1,0.28,0
36460,609,0,0.91,2,0.39,0
52635,657,0,0.64,4,0.31,0
47985,658,0,0.3,3,0.28,0
48551,756,0,0.45,1,0.14,0
37867,718,1,0.16,1,0.36,0
48682,721,0,0.48,4,0.41,0
52915,745,0,0.26,4,0.17,0
50105,723,0,0.4,1,0.15,0
41585,666,0,1.0,2,0.43,0
50105,676,0,0.66,2,0.29,0
51871,650,1,0.27,0,0.29,0
43308,713,0,0.49,3,0.26,0
51356,729,0,0.59,2,0.34,0
55630,737,0,0.1,2,0.06,0
62656,700,0,0.39,2,0.42,0
36026,655,0,0.48,6,0.27,0
46363,691,0,0.54,3,0.34,0
58263,700,0,0.28,3,0.22,0
53023,744,0,0.61,0,0.29,0
55826,667,0,0.37,0,0.15,0
53146,673,0,0.58,0,0.19,0
50105,655,0,0.38,1,0.38,0
44732,723,0,1.0,1,0.3,0
45538,759,0,0.49,0,0.27,0
50105,654,0,0.11,0,0.15,0
58529,656,0,0.75,0,0.2,0
46964,565,0,0.88,0,0.23,0
50794,686,1,0.25,4,0.28,0
44758,723,0,0.17,2,0.35,0
34055,599,0,0.37,2,0.36,0
36084,758,1,0.59,0,0.14,0
50105,670,0,0.42,2,0.29,0
48116,718,0,0.28,2,0.52,0
50105,705,0,0.2,1,0.42,0
45509,763,0,0.2,0,0.22,0
59453,714,2,0.65,2,0.46,0
66079,604,0,0.79,2,0.1,0
42662,707,0,0.4,1,0.12,0
50105,603,0,0.24,3,0.29,0
50105,721,0,0.51,1,0.02,0
41378,645,1,0.43,0,0.29,0
57327,776,0,0.32,1,0.18,0
62425,670,0,0.4,2,0.07,0
52269,708,1,0.55,0,0.39,0
32275,695,1,0.43,2,0.29,0
66999,689,0,0.41,1,0.26,0
49381,688,0,0.69,3,0.28,0
50105,579,0,0.46,2,0.13,0
44243,665,0,0.17,4,0.36,0
38026,642,0,0.32,0,0.38,0
31121,772,0,0.37,1,0.48,0
50105,695,1,0.47,1,0.08,0
53904,685,1,0.65,2,0.38,0
50105,745,0,0.55,2,0.1,0
55403,667,0,0.39,2,0.16,0
37060,722,2,0.46,0,0.29,0
65362,712,0,0.27,3,0.42,0
55189,677,0,0.27,1,0.43,0
50105,701,1,0.23,2,0.29,0
49390,693,0,0.29,2,0.27,0
63749,654,0,0.06,3,0.2,0
39664,674,0,0.04,1,0.08,0
50105,690,0,0.23,1,0.08,0
63626,646,0,0.11,2,0.35,0
48898,687,0,0.49,1,0.44,0
56323,658,1,0.08,1,0.35,0
67614,593,0,0.22,3,0.29,0
53979,682,0,0.22,0,0.4,0
41143,627,0,0.4,2,0.21,0
54764,622,0,0.42,2,0.14,0
58669,731,1,0.31,1,0.31,0
47013,693,0,0.45,2,0.26,0
50105,687,0,0.14,3,0.24,0
42500,631,1,0.58,0,0.21,0
64636,662,0,0.4,1,0.29,0
44670,678,0,0.27,2,0.28,0
47275,612,1,0.54,5,0.39,0
45898,793,2,0.58,2,0.5,0
50105,697,0,0.27,1,0.17,0
50105,657,0,0.09,3,0.29,0
49354,709,0,0.25,1,0.25,0
32936,607,0,0.19,0,0.29,0
67466,693,0,0.31,2,0.14,0
38849,723,1,0.63,4,0.45,1
62297,639,0,0.99,2,0.44,0
50105,603,0,0.12,2,0.19,0
38493,696,2,0.82,0,0.37,0
51651,710,0,0.8,0,0.1,0
66234,624,1,0.75,1,0.1,0
50105,638,0,0.15,0,0.09,0
34801,659,0,0.22,5,0.27,0
50105,630,0,0.13,2,0.21,0
47013,589,0,0.17,0,0.19,0
57653,611,0,0.42,1,0.33,0
50105,728,0,0.84,4,0.29,1
40597,745,0,0.32,0,0.41,0
50392,719,3,0.99,4,0.02,1
46504,757,0,0.69,2,0.19,0
50105,641,0,0.84,1,0.29,0
65015,745,1,0.41,3,0.17,0
43437,704,0,0.31,2,0.18,0
42860,696,1,0.54,0,0.45,0
33688,728,2,0.21,0,0.29,0
50016,649,0,0.8,2,0.41,0
51212,681,0,0.46,2,0.31,0
35961,790,0,0.51,0,0.46,0
52333,665,1,0.54,1,0.53,0
63817,632,1,0.48,1,0.3,0
50105,753,1,0.22,1,0.29,0
62177,689,0,0.34,2,0.09,0
37613,665,1,0.02,0,0.24,0
40534,714,0,0.69,1,0.31,0
30877,703,0,0.33,1,0.29,0
62906,673,0,1.0,2,0.3,0
65527,665,0,0.46,5,0.19,0
49962,667,0,0.59,3,0.49,0
59107,720,1,0.28,1,0.33,0
56946,647,1,0.66,1,0.31,0
65734,689,0,0.2,5,0.25,0
56950,677,1,0.18,0,0.23,0
61241,637,0,0.31,1,0.23,0
59758,676,2,0.45,1,0.24,0
50105,620,1,0.24,2,0.29,0
66899,721,0,0.28,2,0.13,0
58774,590,0,0.35,3,0.16,0
47957,698,1,1.0,3,0.22,0
51882,681,0,0.58,1,0.21,0
50105,682,0,0.54,1,0.46,0
58209,711,0,0.22,1,0.2,0
59343,702,2,0.57,1,0.18,0
66487,610,0,0.34,2,0.11,0
65033,712,0,0.09,4,0.18,0
64487,691,0,0.24,1,0.23,0
55540,786,0,0.18,1,0.27,0
50105,738,0,0.16,1,0.22,0
47135,584,0,0.57,1,0.19,0
48043,638,0,0.26,1,0.43,0
49562,680,1,0.43,1,0.26,0
39506,691,0,0.53,0,0.42,0
55508,773,0,0.61,4,0.29,0
50105,609,0,0.59,0,0.18,0
33234,630,2,0.35,3,0.26,0
57360,748,0,0.21,1,0.28,0
32307,703,0,0.23,1,0.34,0
48029,665,0,0.89,0,0.2,0
44013,666,0,0.45,0,0.12,0
62230,753,1,0.31,2,0.25,0
36202,646,0,0.92,1,0.4,0
52374,676,0,0.35,2,0.5,0
46069,754,0,0.76,1,0.36,0
39440,701,0,0.49,2,0.23,0
45501,662,1,1.0,0,0.21,0
55776,714,0,0.5,2,0.2,0
31707,584,1,0.12,2,0.44,1
50105,704,0,0.49,2,0.29,0
43600,690,0,0.18,4,0.29,0
50105,728,0,0.72,1,0.27,0
62456,640,0,0.69,2,0.29,0
47887,673,0,0.67,2,0.2,0
51103,778,1,0.18,3,0.05,0
49926,637,0,0.1,1,0.43,0
47592,618,0,0.52,0,0.15,0
63541,713,0,1.0,0,0.2,0
50105,745,0,0.86,3,0.06,0
62510,680,1,0.44,2,0.24,0
51884,694,0,0.27,0,0.25,0
55042,701,0,0.54,2,0.32,0
40089,672,0,0.52,0,0.13,0
50105,794,0,0.35,1,0.25,0
51041,670,0,0.25,2,0.26,0
50105,752,0,0.4,0,0.19,0
47236,649,0,0.6,2,0.42,0
50105,722,0,0.68,3,0.29,0
55578,623,0,0.04,2,0.27,0
60033,667,1,0.51,1,0.39,0
50105,769,0,0.18,1,0.14,0
46912,641,1,0.08,3,0.46,0
50105,676,0,0.95,4,0.25,0
58872,642,0,0.6,0,0.17,0
32940,637,0,0.14,2,0.21,0
38553,637,0,0.47,2,0.3,0
35872,644,0,0.06,0,0.49,0
40325,748,0,0.19,0,0.45,0
44966,757,0,0.65,0,0.14,0
54605,839,0,0.24,0,0.34,0
68756,760,0,0.87,0,0.17,0
50105,648,0,0.25,2,0.21,0
43651,724,0,0.8,2,0.4,0
34434,762,0,0.17,1,0.19,0
33351,687,0,0.19,0,0.28,0
39794,646,1,0.58,1,0.52,0
42137,733,0,0.67,1,0.38,0
42665,701,0,0.56,0,0.28,0
46095,624,1,0.33,6,0.34,0
63177,688,1,0.72,1,0.21,0
36569,704,1,0.41,1,0.51,0
60550,692,0,0.49,1,0.09,0
57258,580,0,0.72,1,0.33,0
32504,672,1,0.21,0,0.41,0
60633,731,0,0.54,2,0.26,0
62619,753,0,0.24,1,0.18,0
60572,735,1,0.14,1,0.51,0
59557,759,1,0.17,1,0.28,0
50105,681,1,0.44,0,0.49,0
38294,667,1,0.2,1,0.1,0
